               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.033545,             0.01505,            0.022989,             0.80616,              0.7928,             0.83894,             0.56598,            0.027026,           0.0056224,           0.0070781,           0.0070696,           0.0070696,           0.0070696
                 150,            0.033604,            0.015113,             0.02255,              0.8067,             0.79262,             0.83964,             0.56681,             0.02702,           0.0056208,            0.007056,           0.0070498,           0.0070498,           0.0070498
                 151,            0.033384,            0.015159,            0.022727,             0.80736,             0.79226,             0.84021,             0.56739,            0.027013,           0.0056191,            0.007037,             0.00703,             0.00703,             0.00703
                 152,            0.033325,            0.015075,            0.022672,             0.80826,             0.79234,             0.84115,             0.56782,            0.027002,           0.0056171,           0.0070166,           0.0070102,           0.0070102,           0.0070102
                 153,            0.033395,            0.014996,            0.022885,             0.80957,             0.79261,             0.84174,             0.56833,            0.026996,           0.0056155,           0.0069972,           0.0069904,           0.0069904,           0.0069904
                 154,            0.033467,            0.015071,            0.022617,             0.80944,              0.7951,             0.84241,              0.5688,            0.026986,           0.0056144,           0.0069752,           0.0069706,           0.0069706,           0.0069706
                 155,            0.033376,            0.015043,             0.02247,             0.80947,             0.79576,             0.84317,             0.56972,            0.026976,           0.0056122,           0.0069539,           0.0069508,           0.0069508,           0.0069508
                 156,            0.033322,            0.015069,            0.022671,             0.80829,             0.79733,             0.84349,             0.56981,            0.026967,           0.0056113,           0.0069302,            0.006931,            0.006931,            0.006931
                 157,            0.033315,            0.014979,            0.022137,             0.80838,             0.79906,             0.84439,             0.57024,            0.026958,           0.0056099,           0.0069085,           0.0069112,           0.0069112,           0.0069112
                 158,            0.033464,            0.015118,            0.021983,             0.80797,             0.80117,             0.84508,             0.57127,            0.026946,           0.0056079,           0.0068836,           0.0068914,           0.0068914,           0.0068914
                 159,            0.033396,            0.015039,            0.022218,             0.80691,             0.80294,             0.84559,             0.57166,            0.026937,           0.0056067,           0.0068626,           0.0068716,           0.0068716,           0.0068716
                 160,            0.033463,            0.015026,            0.021751,             0.80797,             0.80247,             0.84644,             0.57236,            0.026929,           0.0056051,           0.0068414,           0.0068518,           0.0068518,           0.0068518
                 161,            0.033307,            0.015045,            0.021872,              0.8063,              0.8063,             0.84719,               0.573,            0.026918,           0.0056035,           0.0068196,            0.006832,            0.006832,            0.006832
                 162,            0.033568,            0.014941,            0.021888,             0.80882,             0.80548,              0.8492,             0.57457,            0.026909,           0.0056023,           0.0067989,           0.0068122,           0.0068122,           0.0068122
                 163,            0.032941,            0.014967,            0.021935,             0.81031,             0.80476,             0.84992,             0.57526,            0.026898,           0.0056006,           0.0067774,           0.0067924,           0.0067924,           0.0067924
                 164,            0.033438,            0.015041,            0.021531,             0.81046,             0.80623,             0.85031,             0.57549,             0.02689,           0.0055991,           0.0067556,           0.0067726,           0.0067726,           0.0067726
                 165,            0.033296,            0.014926,            0.021705,             0.81077,              0.8069,              0.8511,             0.57617,             0.02688,           0.0055973,           0.0067349,           0.0067528,           0.0067528,           0.0067528
                 166,            0.033146,            0.014956,            0.021921,             0.81025,              0.8082,             0.85177,             0.57683,            0.026869,            0.005596,           0.0067156,            0.006733,            0.006733,            0.006733
                 167,            0.033061,            0.015108,            0.022025,             0.81053,             0.80966,             0.85253,             0.57729,            0.026858,           0.0055948,           0.0066947,           0.0067132,           0.0067132,           0.0067132
                 168,            0.033206,            0.014913,            0.021707,             0.81122,             0.81031,              0.8519,              0.5766,            0.026846,           0.0055933,           0.0066745,           0.0066934,           0.0066934,           0.0066934
                 169,            0.033247,            0.014995,            0.022059,             0.81108,              0.8113,             0.85225,             0.57704,            0.026836,           0.0055912,           0.0066534,           0.0066736,           0.0066736,           0.0066736
                 170,            0.033175,            0.014968,            0.021494,             0.81266,             0.81165,             0.85287,             0.57772,            0.026828,           0.0055899,           0.0066338,           0.0066538,           0.0066538,           0.0066538
                 171,            0.033198,            0.015006,              0.0215,             0.81375,             0.81149,             0.85363,             0.57826,            0.026819,           0.0055885,           0.0066148,            0.006634,            0.006634,            0.006634
                 172,            0.033288,            0.015135,            0.020822,             0.81526,             0.81156,             0.85436,             0.57864,            0.026807,           0.0055866,            0.006593,           0.0066142,           0.0066142,           0.0066142
                 173,            0.032969,            0.015022,            0.021429,               0.816,              0.8123,             0.85517,             0.57909,            0.026797,            0.005585,           0.0065707,           0.0065944,           0.0065944,           0.0065944
                 174,            0.033088,            0.014981,            0.021406,             0.81627,             0.81294,             0.85628,             0.58013,            0.026785,           0.0055841,           0.0065482,           0.0065746,           0.0065746,           0.0065746
                 175,            0.033157,             0.01502,            0.021086,             0.81606,             0.81403,             0.85689,             0.58069,            0.026774,           0.0055828,           0.0065261,           0.0065548,           0.0065548,           0.0065548
                 176,            0.033104,            0.015051,            0.021122,             0.81671,             0.81435,             0.85779,             0.58158,            0.026762,           0.0055806,           0.0065031,            0.006535,            0.006535,            0.006535
                 177,            0.032904,            0.014975,            0.020988,             0.81765,             0.81543,             0.85845,             0.58212,            0.026748,           0.0055786,           0.0064812,           0.0065152,           0.0065152,           0.0065152
                 178,            0.032898,            0.014991,            0.021094,             0.81773,             0.81718,              0.8592,             0.58261,            0.026738,           0.0055774,           0.0064578,           0.0064954,           0.0064954,           0.0064954
                 179,            0.033108,            0.014904,            0.020479,             0.81896,             0.81749,             0.85969,             0.58298,            0.026726,           0.0055762,           0.0064366,           0.0064756,           0.0064756,           0.0064756
                 180,            0.032886,            0.014836,            0.020898,             0.80846,              0.8187,             0.86005,             0.58361,            0.026714,           0.0055747,           0.0064145,           0.0064558,           0.0064558,           0.0064558
                 181,            0.032869,            0.015016,            0.020787,             0.80759,             0.81974,             0.86122,             0.58464,            0.026702,           0.0055732,           0.0063922,            0.006436,            0.006436,            0.006436
                 182,            0.032917,            0.014935,            0.020526,             0.81049,             0.81926,              0.8619,             0.58533,            0.026692,           0.0055721,           0.0063715,           0.0064162,           0.0064162,           0.0064162
                 183,            0.033029,            0.014885,            0.020952,             0.81154,             0.81932,             0.86353,             0.58644,            0.026683,           0.0055709,           0.0063505,           0.0063964,           0.0063964,           0.0063964
                 184,            0.032919,            0.014858,             0.02045,             0.81358,              0.8192,             0.86402,             0.58714,            0.026671,           0.0055692,           0.0063292,           0.0063766,           0.0063766,           0.0063766
                 185,            0.032882,            0.014888,            0.020675,             0.81372,              0.8197,              0.8646,             0.58748,             0.02666,            0.005568,           0.0063079,           0.0063568,           0.0063568,           0.0063568
                 186,            0.032829,            0.014908,            0.020728,              0.8142,             0.82034,             0.86518,               0.588,            0.026648,           0.0055665,           0.0062867,            0.006337,            0.006337,            0.006337
                 187,            0.032883,            0.015004,            0.020817,             0.81452,             0.82144,             0.86579,             0.58838,            0.026636,           0.0055649,           0.0062638,           0.0063172,           0.0063172,           0.0063172
                 188,            0.032733,            0.014826,            0.020772,             0.81502,             0.82174,             0.86638,             0.58907,            0.026623,           0.0055628,           0.0062429,           0.0062974,           0.0062974,           0.0062974
                 189,            0.032859,             0.01493,            0.020239,             0.81596,             0.82197,             0.86714,             0.58988,             0.02661,           0.0055609,           0.0062216,           0.0062776,           0.0062776,           0.0062776
                 190,            0.032788,            0.014999,            0.020303,             0.81708,             0.82182,             0.86778,             0.59047,            0.026596,           0.0055589,           0.0061993,           0.0062578,           0.0062578,           0.0062578
                 191,            0.032476,            0.014871,            0.020521,             0.81716,              0.8225,             0.86848,              0.5913,            0.026582,           0.0055565,           0.0061763,            0.006238,            0.006238,            0.006238
                 192,            0.032784,            0.014884,            0.020234,             0.81873,             0.82231,             0.86932,             0.59197,             0.02657,           0.0055553,           0.0061528,           0.0062182,           0.0062182,           0.0062182
                 193,            0.032612,            0.014832,            0.020242,             0.81823,             0.82254,             0.86992,              0.5924,             0.02656,           0.0055534,           0.0061327,           0.0061984,           0.0061984,           0.0061984
                 194,            0.032659,            0.014816,            0.020559,             0.81909,              0.8229,             0.87076,             0.59309,            0.026549,           0.0055513,           0.0061101,           0.0061786,           0.0061786,           0.0061786
                 195,            0.032563,            0.014893,            0.020094,              0.8203,              0.8224,             0.87304,             0.59499,            0.026538,           0.0055497,           0.0060896,           0.0061588,           0.0061588,           0.0061588
                 196,            0.032697,             0.01499,            0.020117,             0.82108,             0.82281,             0.87358,             0.59558,            0.026526,            0.005548,           0.0060663,            0.006139,            0.006139,            0.006139
                 197,            0.032625,            0.014851,            0.019761,             0.82264,              0.8229,             0.87427,             0.59619,            0.026515,           0.0055463,            0.006044,           0.0061192,           0.0061192,           0.0061192
                 198,            0.032594,            0.014808,            0.019876,             0.82435,             0.82338,             0.87485,             0.59668,            0.026505,           0.0055443,           0.0060227,           0.0060994,           0.0060994,           0.0060994
                 199,            0.032404,            0.014679,            0.019789,             0.82546,             0.82327,             0.87549,              0.5976,            0.026493,           0.0055427,           0.0060006,           0.0060796,           0.0060796,           0.0060796
                 200,            0.032533,            0.014898,            0.019855,             0.82556,             0.82409,             0.87628,             0.59858,            0.026478,           0.0055407,           0.0059795,           0.0060598,           0.0060598,           0.0060598
                 201,            0.032529,             0.01488,             0.01973,             0.82669,             0.82431,             0.87678,             0.59903,            0.026465,           0.0055393,           0.0059583,             0.00604,             0.00604,             0.00604
                 202,            0.032401,            0.014865,            0.019784,             0.82707,             0.82522,             0.87728,              0.5995,            0.026453,           0.0055374,           0.0059361,           0.0060202,           0.0060202,           0.0060202
                 203,            0.032345,            0.014691,            0.019868,             0.82868,             0.82562,             0.87786,             0.59993,            0.026442,            0.005536,           0.0059131,           0.0060004,           0.0060004,           0.0060004
                 204,            0.032322,            0.014911,            0.019787,             0.83022,             0.82647,             0.87836,             0.60045,            0.026432,           0.0055345,           0.0058903,           0.0059806,           0.0059806,           0.0059806
                 205,            0.032391,            0.014784,            0.019765,             0.83228,             0.82671,             0.87909,             0.60128,            0.026419,           0.0055326,            0.005866,           0.0059608,           0.0059608,           0.0059608
                 206,            0.032484,            0.014795,            0.019003,             0.83305,             0.82705,             0.87952,             0.60172,            0.026406,           0.0055304,           0.0058417,            0.005941,            0.005941,            0.005941
                 207,            0.032477,            0.014821,            0.019215,             0.83399,              0.8277,             0.88013,             0.60225,            0.026395,           0.0055292,           0.0058204,           0.0059212,           0.0059212,           0.0059212
                 208,            0.032401,            0.014872,            0.019619,             0.83587,             0.82824,             0.88076,             0.60308,             0.02638,           0.0055274,           0.0057974,           0.0059014,           0.0059014,           0.0059014
                 209,            0.032559,            0.014855,            0.019453,             0.83732,             0.82912,             0.88138,             0.60385,            0.026366,           0.0055258,           0.0057739,           0.0058816,           0.0058816,           0.0058816
                 210,             0.03225,             0.01482,              0.0193,             0.83806,             0.82962,             0.88191,             0.60426,            0.026353,           0.0055239,           0.0057509,           0.0058618,           0.0058618,           0.0058618
                 211,            0.032338,            0.014888,            0.019046,             0.83926,             0.82989,             0.88255,             0.60501,            0.026341,            0.005522,           0.0057275,            0.005842,            0.005842,            0.005842
                 212,            0.032352,             0.01488,            0.019315,             0.84055,             0.83099,             0.88324,             0.60543,            0.026329,           0.0055205,           0.0057047,           0.0058222,           0.0058222,           0.0058222
                 213,            0.032357,            0.014848,            0.019094,             0.84118,             0.83181,             0.88372,             0.60604,            0.026316,           0.0055185,           0.0056812,           0.0058024,           0.0058024,           0.0058024
                 214,            0.032367,            0.014774,            0.019296,             0.84201,             0.83204,             0.88416,              0.6065,            0.026305,           0.0055172,           0.0056596,           0.0057826,           0.0057826,           0.0057826
                 215,            0.032292,            0.014836,            0.019129,             0.84269,             0.83325,             0.88482,             0.60685,            0.026292,           0.0055156,           0.0056365,           0.0057628,           0.0057628,           0.0057628
                 216,            0.032141,            0.014716,            0.019133,             0.84385,             0.83314,             0.88553,             0.60727,            0.026279,           0.0055137,            0.005612,            0.005743,            0.005743,            0.005743
                 217,            0.032106,            0.014775,            0.018857,               0.845,             0.83345,             0.88612,             0.60771,            0.026264,           0.0055123,           0.0055902,           0.0057232,           0.0057232,           0.0057232
                 218,            0.032137,            0.014772,            0.018661,              0.8464,             0.83396,             0.88716,             0.60846,             0.02625,           0.0055101,           0.0055669,           0.0057034,           0.0057034,           0.0057034
                 219,            0.032282,            0.014767,            0.018848,             0.84705,             0.83428,             0.88772,             0.60906,            0.026238,           0.0055082,            0.005545,           0.0056836,           0.0056836,           0.0056836
                 220,            0.032255,             0.01481,             0.01898,             0.84767,             0.83553,             0.88842,             0.60992,            0.026226,           0.0055062,           0.0055223,           0.0056638,           0.0056638,           0.0056638
                 221,            0.032018,            0.014654,            0.018855,             0.84853,             0.83613,             0.88912,             0.61059,            0.026214,           0.0055042,           0.0055005,            0.005644,            0.005644,            0.005644
                 222,            0.032046,            0.014691,            0.018788,             0.84913,             0.83672,             0.88958,             0.61096,            0.026199,           0.0055022,           0.0054799,           0.0056242,           0.0056242,           0.0056242
                 223,            0.031946,            0.014685,            0.019063,             0.84979,             0.83708,             0.89013,             0.61168,            0.026185,           0.0054997,           0.0054584,           0.0056044,           0.0056044,           0.0056044
                 224,            0.031895,            0.014691,            0.018839,             0.85038,              0.8375,             0.89078,             0.61254,            0.026172,           0.0054975,           0.0054377,           0.0055846,           0.0055846,           0.0055846
                 225,            0.031971,            0.014691,            0.018603,             0.85137,             0.83739,             0.89133,             0.61302,             0.02616,           0.0054959,           0.0054158,           0.0055648,           0.0055648,           0.0055648
                 226,            0.032097,            0.014783,            0.018717,             0.84784,             0.83985,             0.89186,              0.6134,            0.026148,           0.0054941,           0.0053927,            0.005545,            0.005545,            0.005545
                 227,            0.031963,            0.014641,            0.018807,             0.84747,               0.841,             0.89242,             0.61405,            0.026133,           0.0054919,           0.0053688,           0.0055252,           0.0055252,           0.0055252
                 228,            0.031957,            0.014719,            0.018486,             0.84801,             0.84103,             0.89295,             0.61489,             0.02612,           0.0054899,           0.0053482,           0.0055054,           0.0055054,           0.0055054
                 229,            0.032098,            0.014578,            0.018594,             0.84821,             0.84071,             0.89356,             0.61547,            0.026105,           0.0054879,           0.0053257,           0.0054856,           0.0054856,           0.0054856
                 230,            0.031836,            0.014569,            0.018122,             0.84879,             0.84111,             0.89409,             0.61616,            0.026091,           0.0054859,           0.0053041,           0.0054658,           0.0054658,           0.0054658
                 231,            0.031896,            0.014597,            0.018197,             0.84951,             0.84126,              0.8948,              0.6168,            0.026077,           0.0054841,           0.0052814,            0.005446,            0.005446,            0.005446
                 232,            0.031728,            0.014567,            0.018254,             0.85056,             0.84245,             0.89537,             0.61746,            0.026064,           0.0054825,           0.0052593,           0.0054262,           0.0054262,           0.0054262
                 233,             0.03203,            0.014725,            0.017938,             0.85185,              0.8416,             0.89589,             0.61792,            0.026052,           0.0054807,           0.0052394,           0.0054064,           0.0054064,           0.0054064
                 234,            0.031852,            0.014654,            0.018282,             0.85296,             0.84165,              0.8963,             0.61844,            0.026035,           0.0054783,           0.0052182,           0.0053866,           0.0053866,           0.0053866
                 235,            0.031684,            0.014697,            0.018006,             0.85409,              0.8416,             0.89687,             0.61908,            0.026017,           0.0054759,           0.0051977,           0.0053668,           0.0053668,           0.0053668
                 236,            0.031741,            0.014577,            0.018208,             0.85519,             0.84161,             0.89753,             0.61945,            0.026002,           0.0054738,            0.005176,            0.005347,            0.005347,            0.005347
                 237,            0.032011,            0.014717,            0.017792,             0.85566,             0.84269,             0.89794,              0.6199,            0.025985,           0.0054715,           0.0051544,           0.0053272,           0.0053272,           0.0053272
                 238,            0.031703,            0.014651,            0.018224,             0.85629,             0.84298,             0.89839,             0.62057,            0.025969,           0.0054692,           0.0051333,           0.0053074,           0.0053074,           0.0053074
                 239,            0.031772,            0.014567,            0.018113,             0.85893,             0.84342,             0.89896,             0.62115,            0.025956,           0.0054675,           0.0051127,           0.0052876,           0.0052876,           0.0052876
                 240,             0.03173,            0.014651,            0.017882,             0.86076,             0.84289,             0.89952,             0.62184,            0.025941,           0.0054654,           0.0050914,           0.0052678,           0.0052678,           0.0052678
                 241,            0.031749,            0.014625,            0.017825,             0.86214,             0.84276,             0.90007,             0.62235,            0.025927,           0.0054633,           0.0050701,            0.005248,            0.005248,            0.005248
                 242,            0.031639,            0.014613,             0.01794,             0.86346,             0.84395,             0.90066,             0.62305,            0.025912,           0.0054612,            0.005048,           0.0052282,           0.0052282,           0.0052282
                 243,            0.031695,            0.014683,            0.017948,             0.86456,             0.84422,             0.90124,             0.62387,            0.025896,           0.0054596,            0.005026,           0.0052084,           0.0052084,           0.0052084
                 244,            0.031579,            0.014519,            0.017916,             0.86683,             0.84323,              0.9019,              0.6241,            0.025883,           0.0054573,           0.0050056,           0.0051886,           0.0051886,           0.0051886
                 245,            0.031621,            0.014657,            0.017807,              0.8601,             0.84833,             0.90231,             0.62495,            0.025867,           0.0054552,           0.0049837,           0.0051688,           0.0051688,           0.0051688
                 246,            0.031615,            0.014671,             0.01722,             0.86215,              0.8481,             0.90316,              0.6255,             0.02585,           0.0054529,           0.0049617,            0.005149,            0.005149,            0.005149
                 247,             0.03157,            0.014524,            0.018013,             0.86292,             0.84813,             0.90408,             0.62665,            0.025834,           0.0054504,           0.0049409,           0.0051292,           0.0051292,           0.0051292
                 248,            0.031696,            0.014517,            0.017551,             0.86313,             0.84863,             0.90456,             0.62766,            0.025817,           0.0054482,           0.0049194,           0.0051094,           0.0051094,           0.0051094
                 249,            0.031553,            0.014627,            0.017534,             0.86368,             0.84878,             0.90492,             0.62821,            0.025803,            0.005446,           0.0048983,           0.0050896,           0.0050896,           0.0050896
                 250,            0.031384,            0.014581,            0.017483,             0.86417,             0.85019,             0.90572,             0.62906,             0.02579,           0.0054445,            0.004878,           0.0050698,           0.0050698,           0.0050698
                 251,            0.031531,            0.014604,            0.017369,             0.86473,             0.85005,              0.9063,             0.62948,            0.025777,           0.0054425,           0.0048568,             0.00505,             0.00505,             0.00505
                 252,            0.031533,            0.014682,            0.017351,             0.86538,             0.84988,             0.90675,             0.63033,            0.025762,           0.0054405,           0.0048364,           0.0050302,           0.0050302,           0.0050302
                 253,             0.03124,            0.014464,            0.017764,             0.86605,             0.85143,             0.90733,             0.63071,            0.025745,           0.0054385,            0.004817,           0.0050104,           0.0050104,           0.0050104
                 254,            0.031445,            0.014597,            0.017423,             0.86648,             0.85197,             0.90772,             0.63113,             0.02573,            0.005437,           0.0047979,           0.0049906,           0.0049906,           0.0049906
                 255,            0.031444,            0.014581,            0.017323,             0.86474,             0.85385,             0.90832,             0.63168,            0.025714,            0.005435,           0.0047784,           0.0049708,           0.0049708,           0.0049708
                 256,            0.031344,            0.014616,            0.017105,             0.86577,             0.85416,             0.90875,             0.63213,            0.025696,           0.0054329,           0.0047574,            0.004951,            0.004951,            0.004951
                 257,            0.031418,            0.014546,            0.016947,             0.86609,             0.85451,             0.90927,             0.63276,            0.025681,           0.0054307,           0.0047381,           0.0049312,           0.0049312,           0.0049312
                 258,            0.031333,            0.014482,            0.016896,             0.86652,             0.85533,             0.90991,              0.6333,            0.025666,           0.0054283,           0.0047175,           0.0049114,           0.0049114,           0.0049114
                 259,             0.03129,            0.014419,             0.01728,             0.86729,              0.8554,             0.91035,             0.63401,            0.025653,           0.0054264,           0.0046982,           0.0048916,           0.0048916,           0.0048916
                 260,            0.031291,            0.014452,            0.016655,             0.86723,             0.85536,             0.91072,             0.63448,            0.025641,           0.0054246,           0.0046769,           0.0048718,           0.0048718,           0.0048718
                 261,            0.031186,             0.01446,             0.01679,             0.86764,             0.85567,             0.91119,             0.63508,            0.025625,           0.0054225,           0.0046559,            0.004852,            0.004852,            0.004852
                 262,            0.031411,            0.014563,            0.017016,             0.86827,               0.856,             0.91164,             0.63561,            0.025611,           0.0054202,           0.0046365,           0.0048322,           0.0048322,           0.0048322
                 263,            0.031309,            0.014565,            0.016911,             0.86881,             0.85576,             0.91215,             0.63628,            0.025597,           0.0054182,           0.0046174,           0.0048124,           0.0048124,           0.0048124
                 264,            0.031285,            0.014505,            0.017026,             0.86874,             0.85919,             0.91261,             0.63686,            0.025578,           0.0054158,           0.0045975,           0.0047926,           0.0047926,           0.0047926
                 265,            0.031163,            0.014499,            0.016768,             0.86617,             0.86494,             0.91306,             0.63744,            0.025564,           0.0054139,           0.0045772,           0.0047728,           0.0047728,           0.0047728
                 266,            0.031094,            0.014475,            0.016989,             0.86631,             0.86619,              0.9136,             0.63816,             0.02555,           0.0054121,            0.004558,            0.004753,            0.004753,            0.004753
                 267,             0.03101,            0.014506,            0.016453,             0.86649,             0.86719,             0.91406,             0.63856,            0.025536,           0.0054101,           0.0045393,           0.0047332,           0.0047332,           0.0047332
                 268,            0.030973,            0.014487,            0.016571,             0.86757,             0.86767,             0.91453,             0.63903,            0.025524,           0.0054081,           0.0045207,           0.0047134,           0.0047134,           0.0047134
                 269,            0.031106,            0.014455,            0.016429,             0.86731,             0.86894,             0.91503,             0.63973,             0.02551,           0.0054058,           0.0045016,           0.0046936,           0.0046936,           0.0046936
                 270,            0.031017,            0.014301,             0.01692,              0.8687,             0.86859,             0.91559,             0.64051,            0.025496,           0.0054038,           0.0044821,           0.0046738,           0.0046738,           0.0046738
                 271,            0.030904,            0.014355,            0.016656,             0.87129,             0.86751,             0.91606,             0.64104,            0.025482,           0.0054015,           0.0044626,            0.004654,            0.004654,            0.004654
                 272,            0.030989,            0.014366,            0.016556,             0.87186,             0.86758,             0.91644,             0.64164,            0.025467,           0.0053997,           0.0044428,           0.0046342,           0.0046342,           0.0046342
                 273,            0.030921,            0.014394,            0.016763,             0.87292,             0.86748,             0.91699,             0.64209,            0.025452,           0.0053976,           0.0044228,           0.0046144,           0.0046144,           0.0046144
                 274,            0.031004,            0.014345,            0.016338,             0.87457,             0.86719,             0.91736,             0.64268,            0.025434,           0.0053951,           0.0044034,           0.0045946,           0.0045946,           0.0045946
                 275,            0.030819,            0.014392,            0.016261,             0.87474,             0.86828,             0.91786,             0.64318,            0.025418,            0.005393,           0.0043847,           0.0045748,           0.0045748,           0.0045748
                 276,            0.030947,            0.014437,             0.01637,             0.87546,             0.86867,             0.91837,             0.64383,            0.025402,           0.0053908,           0.0043648,            0.004555,            0.004555,            0.004555
                 277,            0.030877,            0.014353,            0.016656,             0.87629,             0.86806,             0.91871,             0.64445,            0.025384,           0.0053883,           0.0043449,           0.0045352,           0.0045352,           0.0045352
                 278,             0.03092,            0.014476,            0.016247,             0.87779,             0.86824,             0.91928,             0.64504,            0.025367,           0.0053859,           0.0043246,           0.0045154,           0.0045154,           0.0045154
                 279,            0.030798,            0.014258,            0.016089,             0.87787,             0.86969,             0.91984,             0.64577,            0.025348,           0.0053834,           0.0043056,           0.0044956,           0.0044956,           0.0044956
                 280,            0.030598,            0.014437,            0.015866,             0.87843,             0.86994,             0.92029,             0.64616,            0.025329,           0.0053812,           0.0042863,           0.0044758,           0.0044758,           0.0044758
                 281,            0.030752,            0.014428,            0.015828,             0.88271,              0.8659,             0.92093,             0.64691,            0.025311,           0.0053791,           0.0042669,            0.004456,            0.004456,            0.004456
                 282,            0.030735,            0.014326,             0.01589,             0.88286,             0.86633,             0.92126,             0.64757,            0.025297,           0.0053767,           0.0042486,           0.0044362,           0.0044362,           0.0044362
                 283,            0.030824,            0.014424,            0.015883,             0.88268,             0.86714,             0.92173,             0.64804,            0.025283,           0.0053747,           0.0042297,           0.0044164,           0.0044164,           0.0044164
                 284,            0.030747,            0.014322,            0.016105,              0.8803,             0.87077,             0.92219,             0.64842,            0.025267,           0.0053721,           0.0042102,           0.0043966,           0.0043966,           0.0043966
                 285,            0.030825,            0.014349,            0.015681,             0.88391,             0.86866,             0.92272,             0.64914,            0.025249,           0.0053702,           0.0041899,           0.0043768,           0.0043768,           0.0043768
                 286,            0.030554,             0.01434,            0.015745,             0.88365,             0.86997,             0.92323,             0.64953,            0.025233,           0.0053678,           0.0041693,            0.004357,            0.004357,            0.004357
                 287,            0.030779,            0.014247,            0.015745,             0.88487,             0.86886,             0.92352,              0.6498,            0.025218,           0.0053656,           0.0041507,           0.0043372,           0.0043372,           0.0043372
                 288,            0.030465,            0.014186,            0.015753,              0.8856,             0.86891,             0.92408,             0.65038,            0.025203,           0.0053637,           0.0041333,           0.0043174,           0.0043174,           0.0043174
                 289,            0.030489,            0.014293,            0.015342,             0.88586,             0.87061,             0.92448,             0.65103,            0.025187,           0.0053614,           0.0041135,           0.0042976,           0.0042976,           0.0042976
                 290,            0.030599,            0.014278,            0.016239,             0.88744,             0.87017,             0.92491,             0.65164,             0.02517,            0.005359,            0.004095,           0.0042778,           0.0042778,           0.0042778
                 291,             0.03062,            0.014297,            0.015769,             0.88921,             0.87042,              0.9254,             0.65251,            0.025148,           0.0053563,           0.0040782,            0.004258,            0.004258,            0.004258
                 292,            0.030496,            0.014305,            0.015631,             0.88847,             0.87045,             0.92576,             0.65286,            0.025131,           0.0053545,           0.0040615,           0.0042382,           0.0042382,           0.0042382
                 293,            0.030566,            0.014204,            0.015589,             0.88913,             0.87064,             0.92607,              0.6535,            0.025109,           0.0053519,           0.0040449,           0.0042184,           0.0042184,           0.0042184
                 294,            0.030508,             0.01426,            0.015774,              0.8903,             0.87176,             0.92646,             0.65411,            0.025088,           0.0053496,           0.0040269,           0.0041986,           0.0041986,           0.0041986
                 295,            0.030483,            0.014294,            0.015428,             0.89064,             0.87242,             0.92701,             0.65488,            0.025067,           0.0053479,           0.0040103,           0.0041788,           0.0041788,           0.0041788
                 296,            0.030255,            0.014173,            0.015299,             0.89096,             0.87351,             0.92732,             0.65532,            0.025049,           0.0053456,           0.0039943,            0.004159,            0.004159,            0.004159
                 297,            0.030344,            0.014284,            0.014904,             0.89267,             0.87281,             0.92774,             0.65604,            0.025031,           0.0053436,           0.0039774,           0.0041392,           0.0041392,           0.0041392
                 298,            0.030259,            0.014258,            0.015457,             0.89274,             0.87354,             0.92812,             0.65681,            0.025011,           0.0053413,           0.0039609,           0.0041194,           0.0041194,           0.0041194
                 299,            0.030396,            0.014144,             0.01503,             0.89264,             0.87415,             0.92855,             0.65743,            0.024989,            0.005339,           0.0039452,           0.0040996,           0.0040996,           0.0040996
                 300,            0.030407,            0.014325,            0.014961,             0.89404,             0.87339,             0.92892,             0.65785,             0.02497,           0.0053368,            0.003929,           0.0040798,           0.0040798,           0.0040798
                 301,            0.030286,            0.014109,             0.01537,             0.89539,             0.87236,             0.92924,             0.65828,            0.024952,           0.0053345,           0.0039132,             0.00406,             0.00406,             0.00406
                 302,            0.030114,            0.014112,            0.015198,             0.89613,             0.87309,             0.92967,             0.65888,            0.024932,            0.005332,           0.0038963,           0.0040402,           0.0040402,           0.0040402
                 303,            0.030416,            0.014179,            0.014926,             0.89667,             0.87309,              0.9302,             0.65942,            0.024913,           0.0053299,            0.003879,           0.0040204,           0.0040204,           0.0040204
                 304,            0.030164,            0.014242,            0.015121,             0.89822,             0.87176,             0.93083,             0.66064,             0.02489,           0.0053273,           0.0038618,           0.0040006,           0.0040006,           0.0040006
                 305,            0.030194,             0.01434,             0.01498,             0.90018,             0.87115,             0.93121,             0.66115,            0.024875,           0.0053253,           0.0038469,           0.0039808,           0.0039808,           0.0039808
                 306,            0.030047,            0.014236,            0.014769,             0.90103,             0.87099,             0.93157,             0.66167,            0.024851,            0.005323,            0.003832,            0.003961,            0.003961,            0.003961
                 307,            0.030098,            0.014245,            0.014517,             0.90142,             0.87073,             0.93197,             0.66219,            0.024831,           0.0053204,           0.0038153,           0.0039412,           0.0039412,           0.0039412
                 308,            0.030225,            0.014127,            0.014964,             0.90214,             0.87087,             0.93231,             0.66291,            0.024812,           0.0053182,           0.0037986,           0.0039214,           0.0039214,           0.0039214
                 309,            0.030185,            0.014197,            0.014752,             0.90204,             0.87142,             0.93276,              0.6632,            0.024794,           0.0053157,           0.0037826,           0.0039016,           0.0039016,           0.0039016
